Year,Serie de tiempo,Entidad federativa,Municipios,Sexo,Poblaciones,GeoCode,Value
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cuitzeo,Mujeres,,16020,99.70512821
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cuitzeo,,Hablantes de lengua indigena,16020,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cuitzeo,,Discapacidad,16020,99.71214738
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cuitzeo,,Afromexicana o afrodescendiente,16020,99.43661972
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cuitzeo,,Residentes en otra entidad 5 años atrás,16020,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charapan,Total,,16021,98.96280931
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charapan,Hombres,,16021,98.94163424
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charapan,Mujeres,,16021,98.98204439
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charapan,,Hablantes de lengua indigena,16021,98.55417858
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charapan,,Discapacidad,16021,99.33884298
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charapan,,Afromexicana o afrodescendiente,16021,97.98657718
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charapan,,Residentes en otra entidad 5 años atrás,16021,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charo,Total,,16022,99.37809251
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charo,Hombres,,16022,99.31309756
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charo,Mujeres,,16022,99.44029851
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charo,,Hablantes de lengua indigena,16022,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charo,,Discapacidad,16022,98.46650525
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charo,,Afromexicana o afrodescendiente,16022,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Charo,,Residentes en otra entidad 5 años atrás,16022,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chavinda,Total,,16023,99.84624255
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chavinda,Hombres,,16023,99.82230997
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chavinda,Mujeres,,16023,99.8689384
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chavinda,,Hablantes de lengua indigena,16023,97.77777778
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chavinda,,Discapacidad,16023,99.75429975
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chavinda,,Afromexicana o afrodescendiente,16023,99.60474308
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chavinda,,Residentes en otra entidad 5 años atrás,16023,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cherán,Total,,16024,99.10983559
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cherán,Hombres,,16024,99.10444757
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cherán,Mujeres,,16024,99.11487759
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cherán,,Hablantes de lengua indigena,16024,98.50560399
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cherán,,Discapacidad,16024,99.0086741
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cherán,,Afromexicana o afrodescendiente,16024,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Cherán,,Residentes en otra entidad 5 años atrás,16024,98.58156028
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chilchota,Total,,16025,99.24941978
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chilchota,Hombres,,16025,99.24582144
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chilchota,Mujeres,,16025,99.25280199
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chilchota,,Hablantes de lengua indigena,16025,99.15434403
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chilchota,,Discapacidad,16025,98.83116883
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chilchota,,Afromexicana o afrodescendiente,16025,99.24242424
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chilchota,,Residentes en otra entidad 5 años atrás,16025,98.88888889
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chinicuila,Total,,16026,96.85751184
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chinicuila,Hombres,,16026,96.98596201
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chinicuila,Mujeres,,16026,96.7176259
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chinicuila,,Hablantes de lengua indigena,16026,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chinicuila,,Discapacidad,16026,96.85314685
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chinicuila,,Afromexicana o afrodescendiente,16026,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chinicuila,,Residentes en otra entidad 5 años atrás,16026,98.0952381
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chucándiro,Total,,16027,99.87849332
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chucándiro,Hombres,,16027,99.74863846
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chucándiro,Mujeres,,16027,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chucándiro,,Hablantes de lengua indigena,16027,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chucándiro,,Discapacidad,16027,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chucándiro,,Afromexicana o afrodescendiente,16027,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Chucándiro,,Residentes en otra entidad 5 años atrás,16027,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churintzio,Total,,16028,99.65517241
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churintzio,Hombres,,16028,99.52343129
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churintzio,Mujeres,,16028,99.77794226
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churintzio,,Hablantes de lengua indigena,16028,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churintzio,,Discapacidad,16028,99.82935154
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churintzio,,Afromexicana o afrodescendiente,16028,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churintzio,,Residentes en otra entidad 5 años atrás,16028,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churumuco,Total,,16029,97.98054125
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churumuco,Hombres,,16029,97.80201342
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churumuco,Mujeres,,16029,98.15021528
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churumuco,,Hablantes de lengua indigena,16029,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churumuco,,Discapacidad,16029,97.67687434
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churumuco,,Afromexicana o afrodescendiente,16029,96.42857143
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Churumuco,,Residentes en otra entidad 5 años atrás,16029,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ecuandureo,Total,,16030,99.83109535
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ecuandureo,Hombres,,16030,99.80169461
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ecuandureo,Mujeres,,16030,99.85700667
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ecuandureo,,Hablantes de lengua indigena,16030,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ecuandureo,,Discapacidad,16030,99.78142077
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ecuandureo,,Afromexicana o afrodescendiente,16030,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ecuandureo,,Residentes en otra entidad 5 años atrás,16030,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Epitacio Huerta,Total,,16031,98.99084283
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Epitacio Huerta,Hombres,,16031,98.90124095
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Epitacio Huerta,Mujeres,,16031,99.0741854
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Epitacio Huerta,,Hablantes de lengua indigena,16031,82.75862069
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Epitacio Huerta,,Discapacidad,16031,98.33630422
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Epitacio Huerta,,Afromexicana o afrodescendiente,16031,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Epitacio Huerta,,Residentes en otra entidad 5 años atrás,16031,98.09004093
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Erongarícuaro,Total,,16032,99.54707834
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Erongarícuaro,Hombres,,16032,99.52631579
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Erongarícuaro,Mujeres,,16032,99.56661714
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Erongarícuaro,,Hablantes de lengua indigena,16032,99.2139738
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Erongarícuaro,,Discapacidad,16032,99.70845481
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Erongarícuaro,,Afromexicana o afrodescendiente,16032,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Erongarícuaro,,Residentes en otra entidad 5 años atrás,16032,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Gabriel Zamora,Total,,16033,99.58374258
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Gabriel Zamora,Hombres,,16033,99.53523665
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Gabriel Zamora,Mujeres,,16033,99.63092822
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Gabriel Zamora,,Hablantes de lengua indigena,16033,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Gabriel Zamora,,Discapacidad,16033,99.01960784
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Gabriel Zamora,,Afromexicana o afrodescendiente,16033,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Gabriel Zamora,,Residentes en otra entidad 5 años atrás,16033,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Hidalgo,Total,,16034,99.40802945
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Hidalgo,Hombres,,16034,99.33925799
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Hidalgo,Mujeres,,16034,99.47210466
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Hidalgo,,Hablantes de lengua indigena,16034,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Hidalgo,,Discapacidad,16034,99.15229885
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Hidalgo,,Afromexicana o afrodescendiente,16034,99.93160055
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Hidalgo,,Residentes en otra entidad 5 años atrás,16034,99.13506321
2020,Censo de Población y Vivienda,Michoacán de Ocampo,La Huacana,Total,,16035,99.3180775
2020,Censo de Población y Vivienda,Michoacán de Ocampo,La Huacana,Hombres,,16035,99.27147493
2020,Censo de Población y Vivienda,Michoacán de Ocampo,La Huacana,Mujeres,,16035,99.36376031
2020,Censo de Población y Vivienda,Michoacán de Ocampo,La Huacana,,Hablantes de lengua indigena,16035,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,La Huacana,,Discapacidad,16035,98.87406172
2020,Censo de Población y Vivienda,Michoacán de Ocampo,La Huacana,,Afromexicana o afrodescendiente,16035,98.12304484
2020,Censo de Población y Vivienda,Michoacán de Ocampo,La Huacana,,Residentes en otra entidad 5 años atrás,16035,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huandacareo,Total,,16036,99.70732547
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huandacareo,Hombres,,16036,99.71223022
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huandacareo,Mujeres,,16036,99.70282318
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huandacareo,,Hablantes de lengua indigena,16036,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huandacareo,,Discapacidad,16036,99.90243902
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huandacareo,,Afromexicana o afrodescendiente,16036,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huandacareo,,Residentes en otra entidad 5 años atrás,16036,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huaniqueo,Total,,16037,99.78602895
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huaniqueo,Hombres,,16037,99.73247726
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huaniqueo,Mujeres,,16037,99.83361065
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huaniqueo,,Hablantes de lengua indigena,16037,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huaniqueo,,Discapacidad,16037,99.58506224
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huaniqueo,,Afromexicana o afrodescendiente,16037,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huaniqueo,,Residentes en otra entidad 5 años atrás,16037,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huetamo,Total,,16038,98.57989863
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huetamo,Hombres,,16038,98.45922038
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huetamo,Mujeres,,16038,98.69671591
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huetamo,,Hablantes de lengua indigena,16038,93.75
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huetamo,,Discapacidad,16038,98.52755574
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huetamo,,Afromexicana o afrodescendiente,16038,81.79775281
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huetamo,,Residentes en otra entidad 5 años atrás,16038,98.5
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huiramba,Total,,16039,99.68930315
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huiramba,Hombres,,16039,99.63142133
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huiramba,Mujeres,,16039,99.7430957
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huiramba,,Hablantes de lengua indigena,16039,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huiramba,,Discapacidad,16039,99.76303318
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huiramba,,Afromexicana o afrodescendiente,16039,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Huiramba,,Residentes en otra entidad 5 años atrás,16039,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Indaparapeo,Total,,16040,99.38974555
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Indaparapeo,Hombres,,16040,99.28754314
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Indaparapeo,Mujeres,,16040,99.48772679
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Indaparapeo,,Hablantes de lengua indigena,16040,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Indaparapeo,,Discapacidad,16040,99.04837431
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Indaparapeo,,Afromexicana o afrodescendiente,16040,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Indaparapeo,,Residentes en otra entidad 5 años atrás,16040,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Irimbo,Total,,16041,99.30763473
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Irimbo,Hombres,,16041,99.23026745
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Irimbo,Mujeres,,16041,99.37851082
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Irimbo,,Hablantes de lengua indigena,16041,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Irimbo,,Discapacidad,16041,99.24457035
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Irimbo,,Afromexicana o afrodescendiente,16041,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Irimbo,,Residentes en otra entidad 5 años atrás,16041,99.16666667
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ixtlán,Total,,16042,99.69224313
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ixtlán,Hombres,,16042,99.68629688
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ixtlán,Mujeres,,16042,99.69796815
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ixtlán,,Hablantes de lengua indigena,16042,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ixtlán,,Discapacidad,16042,99.9032882
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ixtlán,,Afromexicana o afrodescendiente,16042,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Ixtlán,,Residentes en otra entidad 5 años atrás,16042,100.0
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Jacona,Total,,16043,99.77490316
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Jacona,Hombres,,16043,99.75243788
2020,Censo de Población y Vivienda,Michoacán de Ocampo,Jacona,Mujeres,,16043,99.79598776
